SYMBOL,ENTREZID,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KIAA1614,57710,KIAA1614,2.229208664,1.542973969,0.546452354,2.823620318,0.00474846,0.014735911
KIAA1841,84542,KIAA1841,6.331630853,-1.070308771,0.34969004,-3.06073565,0.002207939,0.007665938
KIAA1958,158405,KIAA1958,5.258174723,1.087016493,0.335102435,3.243833465,0.001179327,0.00451228
KIAA2026,158358,KIAA2026,57.82790575,-1.706969521,0.190460846,-8.962311964,3.18E-19,4.97E-17
KIF11,3832,kinesin family member 11,10.36718259,-2.746792583,0.46242699,-5.939948664,2.85E-09,5.41E-08
KIF14,9928,kinesin family member 14,4.467958495,-1.213654965,0.480746977,-2.52451918,0.011585668,0.031237602
KIF16B,55614,kinesin family member 16B,8.215093686,-1.428704786,0.350714276,-4.073700114,4.63E-05,0.000282565
KIF18B,146909,kinesin family member 18B,8.565293987,-1.855575909,0.504047097,-3.681354221,0.000231998,0.001126564
KIF20A,10112,kinesin family member 20A,2.794000099,-1.88811189,0.569114267,-3.31763233,0.000907839,0.003624625
KIF20B,9585,kinesin family member 20B,10.61455411,-1.618574833,0.358717211,-4.512119256,6.42E-06,5.05E-05
KIF21B,23046,kinesin family member 21B,49.33597311,1.170617154,0.343746888,3.405462547,0.000660521,0.002765217
KIF23,9493,kinesin family member 23,9.130824407,-2.321766891,0.56615078,-4.100969161,4.11E-05,0.000255218
KIF25-AS1,100505879,KIF25 antisense RNA 1,0.958605523,-3.199925432,0.722760189,-4.427368138,9.54E-06,7.18E-05
KIF2C,11004,kinesin family member 2C,14.89000636,-1.895307772,0.48294954,-3.924442651,8.69E-05,0.000486134
KIF4A,24137,kinesin family member 4A,6.60792928,-3.305354303,0.5124747,-6.449790206,1.12E-10,2.98E-09
KIF5B,3799,kinesin family member 5B,76.47398554,-1.091155188,0.198625311,-5.493535456,3.94E-08,5.68E-07
KIF6,221458,kinesin family member 6,10.29794909,1.652665828,0.455435352,3.628760524,0.000284785,0.001342797
KIF9,64147,kinesin family member 9,17.24646799,1.900064373,0.316107003,6.010826574,1.85E-09,3.69E-08
KIFC1,3833,kinesin family member C1,11.05977535,-3.094008026,0.550337408,-5.622020201,1.89E-08,2.97E-07
KIR3DL2,3812,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",0.584621823,-2.845592545,0.929175202,-3.062492993,0.002195016,0.007635291
KIT,3815,"KIT proto-oncogene, receptor tyrosine kinase",2.0599874,2.19317382,0.610687411,3.591319851,0.000329008,0.001520248
KL,9365,klotho,3.914117146,-4.36647574,0.66490556,-6.567061557,5.13E-11,1.46E-09
KLC3,147700,kinesin light chain 3,0.849732103,2.387829589,0.859164809,2.779245104,0.00544854,0.016527737
KLF1,10661,Kruppel like factor 1,2.402509782,2.523750518,0.759997353,3.32073593,0.000897804,0.003593442
KLF10,7071,Kruppel like factor 10,141.9687003,1.251923586,0.205941612,6.079021968,1.21E-09,2.51E-08
KLF11,8462,Kruppel like factor 11,57.43893414,1.861519074,0.377352153,4.933108401,8.09E-07,8.17E-06
KLF12,11278,Kruppel like factor 12,8.749969208,-1.425690759,0.331900959,-4.295530703,1.74E-05,0.000121347
KLF15,28999,Kruppel like factor 15,51.34217403,2.204037726,0.323073623,6.822091227,8.97E-12,3.09E-10
KLF16,83855,Kruppel like factor 16,37.41892304,1.202499414,0.219989446,5.466168655,4.60E-08,6.52E-07
KLF4,9314,Kruppel like factor 4,98.03136804,1.603504926,0.546852937,2.932241592,0.003365248,0.0109734
KLF7,8609,Kruppel like factor 7,33.08196061,1.028363586,0.308061824,3.338172744,0.000843313,0.003407423
KLF8,11279,Kruppel like factor 8,7.748847462,-1.674957972,0.33518256,-4.997151322,5.82E-07,6.18E-06
KLF9,687,Kruppel like factor 9,33.29843591,1.012540565,0.427864216,2.36649976,0.017957186,0.044756282
KLHL14,57565,kelch like family member 14,26.56906921,-2.698023146,0.460135922,-5.86353513,4.53E-09,8.18E-08
KLHL2,11275,kelch like family member 2,7.004453834,-1.384607835,0.300727316,-4.604197096,4.14E-06,3.44E-05
KLHL23,151230,kelch like family member 23,12.24030601,-1.339039201,0.394960614,-3.390310717,0.000698134,0.00289666
KLHL24,54800,kelch like family member 24,140.0668151,1.024272638,0.184719249,5.545023815,2.94E-08,4.41E-07
KLHL26,55295,kelch like family member 26,7.548759935,1.050340339,0.271372703,3.870471602,0.000108625,0.000589099
KLHL29,114818,kelch like family member 29,4.981171907,-4.903135062,1.000969867,-4.898384283,9.66E-07,9.49E-06
KLHL34,257240,kelch like family member 34,0.59651395,-2.153007909,0.833533618,-2.582988693,0.009794853,0.027133771
KLHL6-AS1,100874019,KLHL6 antisense RNA 1,6.90262416,1.224297612,0.432555883,2.830380213,0.004649272,0.014495175
KLK1,3816,kallikrein 1,12.62258882,-3.319390443,0.727151779,-4.564921022,5.00E-06,4.05E-05
KLK6,5653,kallikrein related peptidase 6,36.28894312,-1.04036153,0.296629138,-3.507280299,0.000452712,0.002001033
KLKP1,606293,kallikrein pseudogene 1,11.5315431,-1.724926826,0.621861278,-2.773812887,0.005540353,0.016757996
KLRG1,10219,killer cell lectin like receptor G1,2.968689639,-2.181386204,0.495641616,-4.401136087,1.08E-05,7.97E-05
KLRG2,346689,killer cell lectin like receptor G2,1.151144103,2.823044247,0.660650507,4.2731281,1.93E-05,0.000132646
KMO,8564,kynurenine 3-monooxygenase,3.175242084,-1.761495298,0.53055063,-3.320126676,0.000899766,0.003598916
KMT2E-AS1,100216545,KMT2E antisense RNA 1,150.4281296,1.019937426,0.248062846,4.111608986,3.93E-05,0.000246011
KNOP1,400506,lysine rich nucleolar protein 1,36.63177166,-1.415085678,0.266569891,-5.3084978,1.11E-07,1.42E-06
KPNA3,3839,karyopherin subunit alpha 3,13.34830403,-1.286305915,0.265647524,-4.842152847,1.28E-06,1.22E-05
KRCC1,51315,lysine rich coiled-coil 1,48.35544724,-1.764288924,0.314955693,-5.601705137,2.12E-08,3.30E-07
KREMEN1,83999,kringle containing transmembrane protein 1,8.161782293,-1.220357448,0.395353916,-3.086746832,0.002023599,0.007119765
KREMEN2,79412,kringle containing transmembrane protein 2,1.635146717,-1.863793984,0.623369006,-2.989872718,0.002790937,0.009338204
KRT13,3860,keratin 13,1.231923299,-2.463911296,0.998902117,-2.466619355,0.013639526,0.035648729
KRT18,3875,keratin 18,21.30854155,-2.199806087,0.431128455,-5.102437706,3.35E-07,3.80E-06
KRT18P16,391827,keratin 18 pseudogene 16,1.17277956,2.206415164,0.645794604,3.416589656,0.000634108,0.0026694
KRT8P12,90133,keratin 8 pseudogene 12,1.757915717,1.715987413,0.422676903,4.059808802,4.91E-05,0.000297068
KRT8P26,390211,keratin 8 pseudogene 26,0.665721532,2.621181881,0.925631897,2.831775666,0.004629031,0.014446909
KRTAP15-1,254950,keratin associated protein 15-1,1.217690681,3.499559151,0.677497307,5.165421495,2.40E-07,2.82E-06
KRTAP19-4,337971,keratin associated protein 19-4,0.543105808,2.309968083,0.806223344,2.865171419,0.004167836,0.013203141
KRTAP19-6,337973,keratin associated protein 19-6,1.646847359,1.82710414,0.485586115,3.762677889,0.000168104,0.000854304
KRTAP5-10,387273,keratin associated protein 5-10,0.942167705,2.096687913,0.670619688,3.126493227,0.001769046,0.006366515
KRTAP5-AS1,338651,KRTAP5-1/KRTAP5-2 antisense RNA 1,2.019544355,2.240459773,0.627564777,3.570085278,0.000356865,0.001629088
KTN1-AS1,100129075,KTN1 antisense RNA 1,2.263656313,1.163517002,0.443149836,2.625561171,0.008650626,0.024396337
KYNU,8942,kynureninase,4.632794469,-2.941912424,0.632854938,-4.648636281,3.34E-06,2.85E-05
L3HYPDH,112849,trans-L-3-hydroxyproline dehydratase,13.36444623,-1.314495702,0.312417975,-4.207490627,2.58E-05,0.000170825
L3MBTL2,83746,L3MBTL histone methyl-lysine binding protein 2,57.76712075,-1.048318058,0.213149628,-4.918226074,8.73E-07,8.72E-06
L3MBTL4,91133,L3MBTL histone methyl-lysine binding protein 4,3.290343307,1.356703919,0.388638258,3.49091704,0.000481366,0.002111126
LAG3,3902,lymphocyte activating 3,55.69372246,3.185829147,0.640137199,4.976791153,6.46E-07,6.76E-06
LAIR1,3903,leukocyte associated immunoglobulin like receptor 1,15.17968715,-1.9332754,0.427330542,-4.52407495,6.07E-06,4.81E-05
LAMA2,3908,laminin subunit alpha 2,9.289588228,3.317956471,0.596934538,5.558325507,2.72E-08,4.12E-07
LAMB2,3913,laminin subunit beta 2,7.468214264,-2.717242474,0.743880911,-3.652792312,0.000259404,0.001240991
LAMB3,3914,laminin subunit beta 3,2.896645092,-1.823304061,0.598219207,-3.047886191,0.002304572,0.007943397
LAMC3,10319,laminin subunit gamma 3,0.651989516,1.767134038,0.56284619,3.139639332,0.00169156,0.006131639
LAMP3,27074,lysosomal associated membrane protein 3,22.56940014,1.753538915,0.365311037,4.800125745,1.59E-06,1.47E-05
LAMP5,24141,lysosomal associated membrane protein family member 5,278.2803179,4.114538594,0.394663268,10.42544095,1.90E-25,1.09E-22
LANCL1,10314,LanC like 1,13.30712398,-1.939370077,0.322439109,-6.014686263,1.80E-09,3.61E-08
LAPTM4B,55353,lysosomal protein transmembrane 4 beta,25.92368303,1.226644608,0.404472895,3.032699162,0.002423771,0.008284722
LAPTM5,7805,lysosomal protein transmembrane 5,1457.110933,1.02863197,0.365324029,2.815670172,0.004867561,0.015036445
LARP1B,55132,La ribonucleoprotein 1B,134.8263201,-1.029180688,0.155468523,-6.619865366,3.60E-11,1.06E-09
LARP4,113251,La ribonucleoprotein 4,27.94883092,-1.308544294,0.221805401,-5.899515021,3.65E-09,6.72E-08
LARP7,51574,"La ribonucleoprotein 7, transcriptional regulator",60.3116563,-1.147445735,0.232279526,-4.939934886,7.81E-07,7.96E-06
LARS2,23395,"leucyl-tRNA synthetase 2, mitochondrial",6.650942196,-1.439740982,0.34543666,-4.167887051,3.07E-05,0.000199718
LAX1,54900,lymphocyte transmembrane adaptor 1,362.6423446,-1.589483088,0.23031938,-6.901212939,5.16E-12,1.89E-10
LBH,81606,LBH regulator of WNT signaling pathway,4.036392061,-1.175916329,0.489668568,-2.401453566,0.016330081,0.041373296
LBR,3930,lamin B receptor,24.42616372,-1.082102207,0.26367419,-4.103936785,4.06E-05,0.000252621
LCK,3932,"LCK proto-oncogene, Src family tyrosine kinase",12.44226813,-4.339949879,0.53872833,-8.055915449,7.89E-16,6.52E-14
LCP1,3936,lymphocyte cytosolic protein 1,132.1294601,-2.395171699,0.381005332,-6.286451917,3.25E-10,7.82E-09
LDB1,8861,LIM domain binding 1,118.3472245,-1.449556522,0.214946341,-6.743806469,1.54E-11,5.02E-10
LDHBP1,100289475,lactate dehydrogenase B pseudogene 1,2.173600928,3.83477842,0.704695408,5.4417531,5.28E-08,7.36E-07
LDLRAD4,753,low density lipoprotein receptor class A domain containing 4,23.67538906,1.349617519,0.224119951,6.021853546,1.72E-09,3.46E-08
LEF1,51176,lymphoid enhancer binding factor 1,6.130326538,-2.184049592,0.474157427,-4.606169739,4.10E-06,3.41E-05
LEFTY2,7044,left-right determination factor 2,9.249153867,-2.47075674,0.405395077,-6.094688571,1.10E-09,2.31E-08
LETM1,3954,leucine zipper and EF-hand containing transmembrane protein 1,95.19188504,1.105870614,0.237201553,4.662155883,3.13E-06,2.69E-05
LFNG,3955,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,4.069125827,-2.521935953,0.564895136,-4.464432056,8.03E-06,6.16E-05
LGALS17A,400696,galectin 14 pseudogene,0.729523098,1.673321045,0.662225065,2.526816235,0.011510171,0.031047863
LGALS2,3957,galectin 2,10.62617607,-3.887399199,0.683451491,-5.687893363,1.29E-08,2.10E-07
LGALS8,3964,galectin 8,25.46757468,-1.860717157,0.275470103,-6.754697286,1.43E-11,4.70E-10
LGALS8-AS1,100287902,LGALS8 antisense RNA 1,0.910156072,2.500883266,0.682810729,3.662630301,0.000249639,0.001200674
LGALSL,29094,galectin like,60.75682787,1.028662386,0.412382105,2.494439924,0.012615608,0.033492801
LGI4,163175,leucine rich repeat LGI family member 4,5.193354704,1.186802657,0.456969275,2.597116968,0.00940099,0.026192411
LGR4,55366,leucine rich repeat containing G protein-coupled receptor 4,2.094902921,1.496417229,0.533229166,2.806330419,0.005010928,0.015387124
LGR6,59352,leucine rich repeat containing G protein-coupled receptor 6,1.98602824,3.222075991,0.588848573,5.471824404,4.45E-08,6.34E-07
LHFPL2,10184,LHFPL tetraspan subfamily member 2,13.17564492,-3.588298632,0.476938177,-7.523613758,5.33E-14,3.02E-12
LHX3,8022,LIM homeobox 3,1.148011974,2.460828664,0.791495949,3.10908561,0.001876673,0.006686321
LIG4,3981,DNA ligase 4,2.354741847,-1.706605336,0.476922952,-3.57836696,0.000345748,0.001585206
LILRA1,11024,leukocyte immunoglobulin like receptor A1,1.65194339,-2.754182446,0.752611194,-3.659502368,0.000252706,0.001213497
LILRA4,23547,leukocyte immunoglobulin like receptor A4,1.206629591,-2.513282372,0.838079938,-2.998857577,0.00270994,0.00910869
LILRA6,79168,leukocyte immunoglobulin like receptor A6,1.693069694,-2.334649741,0.8848487,-2.638473383,0.008328024,0.023646162
LILRB2,10288,leukocyte immunoglobulin like receptor B2,16.47900635,-3.552324236,0.608442463,-5.838389746,5.27E-09,9.37E-08
LIMA1,51474,LIM domain and actin binding 1,12.10580807,-1.942519916,0.49212444,-3.947212851,7.91E-05,0.000448362
LIMD1,8994,LIM domains containing 1,124.8220668,-1.212444254,0.230722365,-5.254992321,1.48E-07,1.84E-06
LIMD2,80774,LIM domain containing 2,250.9941633,-1.59467731,0.224388562,-7.106767356,1.19E-12,5.13E-11
LIMK1,3984,LIM domain kinase 1,53.9613477,-1.51822134,0.22127541,-6.861229361,6.83E-12,2.44E-10
LIMS2,55679,LIM zinc finger domain containing 2,17.0485482,-3.161535838,0.349204645,-9.053533166,1.38E-19,2.41E-17
LINC00052,145978,long intergenic non-protein coding RNA 52,1.715083563,4.010305553,0.936801865,4.280847107,1.86E-05,0.000128787
LINC00167,440072,long intergenic non-protein coding RNA 167,3.658768673,1.568169176,0.467838547,3.351945208,0.000802459,0.003260839
LINC00173,100287569,long intergenic non-protein coding RNA 173,43.88928125,-1.715325548,0.349702401,-4.905100862,9.34E-07,9.22E-06
LINC00222,387111,long intergenic non-protein coding RNA 222,0.601778188,2.221156835,0.798351102,2.782180458,0.005399501,0.016397456
LINC00240,100133205,long intergenic non-protein coding RNA 240,2.685151503,1.622328698,0.531048034,3.054956605,0.002250931,0.007793985
LINC00273,649159,long intergenic non-protein coding RNA 273,1.275202346,3.576404608,1.065695166,3.355935846,0.000790969,0.003219008
LINC00304,283860,long intergenic non-protein coding RNA 304,7.569892494,2.852189614,0.411682003,6.928137715,4.26E-12,1.61E-10
LINC00319,284836,long intergenic non-protein coding RNA 319,9.506172422,2.14381304,0.628325336,3.411947471,0.000645005,0.002711977
LINC00324,284029,long intergenic non-protein coding RNA 324,20.81493613,-1.926787564,0.252601542,-7.627774347,2.39E-14,1.48E-12
LINC00358,100874143,long intergenic non-protein coding RNA 358,4.968236592,-6.036895686,0.755590051,-7.989644222,1.35E-15,1.07E-13
LINC00412,102723332,long intergenic non-protein coding RNA 412,0.853026384,-2.711881288,0.782825729,-3.464220947,0.00053177,0.002301089
LINC00426,100188949,long intergenic non-protein coding RNA 426,14.78345926,-2.226412339,0.346931533,-6.417440121,1.39E-10,3.62E-09
LINC00475,158314,long intergenic non-protein coding RNA 475,0.576883375,2.326656191,0.752931903,3.090128315,0.0020007,0.007057646
LINC00501,100820709,long intergenic non-protein coding RNA 501,0.681047479,1.975965587,0.656892158,3.008051721,0.002629284,0.008880705
LINC00511,400619,long intergenic non-protein coding RNA 511,6.787209229,1.771757835,0.399778005,4.431854213,9.34E-06,7.05E-05
LINC00539,100652865,long intergenic non-protein coding RNA 539,9.637141114,-1.392855098,0.409500298,-3.401353074,0.000670532,0.002798906
LINC00543,100132234,long intergenic non-protein coding RNA 543,0.90925788,2.700032739,0.686640904,3.932234045,8.42E-05,0.000473108
LINC00562,100861549,long intergenic non-protein coding RNA 562,0.926545868,-1.334079848,0.550712117,-2.42246322,0.015415686,0.039411004
LINC00565,100861555,long intergenic non-protein coding RNA 565,2.903856805,2.460287646,0.507848333,4.844532286,1.27E-06,1.21E-05
LINC00578,100505566,long intergenic non-protein coding RNA 578,0.953848694,-2.849548734,0.694535476,-4.102812356,4.08E-05,0.000253657
LINC00618,145249,long intergenic non-protein coding RNA 618,1.81282616,-1.911663375,0.546503328,-3.497990362,0.000468778,0.002064515
LINC00632,286411,long intergenic non-protein coding RNA 632,3.376802643,2.847086059,1.09825854,2.592364144,0.009531882,0.0265205
LINC00637,145216,long intergenic non-protein coding RNA 637,1.620420329,1.410406663,0.607608371,2.321242976,0.020273734,0.049534851
LINC00641,283624,long intergenic non-protein coding RNA 641,47.42769019,2.391460736,0.363766896,6.574157129,4.89E-11,1.40E-09
LINC00654,149837,long intergenic non-protein coding RNA 654,0.717671301,-2.654697353,0.745399621,-3.561441781,0.000368824,0.00167736
LINC00659,100652730,long intergenic non-protein coding RNA 659,0.689077634,-2.568100126,0.670026216,-3.83283529,0.000126675,0.000671774
LINC00663,284440,long intergenic non-protein coding RNA 663,1.505392243,1.501498376,0.517166924,2.903314781,0.003692353,0.011886776
LINC00665,100506930,long intergenic non-protein coding RNA 665,9.507454662,-1.826326655,0.404724748,-4.512515391,6.41E-06,5.05E-05
LINC00698,285401,long intergenic non-protein coding RNA 698,3.864532646,-5.157139296,1.684333824,-3.061827307,0.002199903,0.007645715
LINC00703,100507059,long intergenic non-protein coding RNA 703,6.425345726,-1.316583321,0.397665257,-3.310782871,0.000930354,0.003695639
LINC00847,729678,long intergenic non-protein coding RNA 847,27.0303445,-1.463051033,0.300739374,-4.864846979,1.15E-06,1.10E-05
LINC00861,100130231,long intergenic non-protein coding RNA 861,1.171955793,-1.813883908,0.728221844,-2.490839738,0.012744159,0.033741665
LINC00865,643529,long intergenic non-protein coding RNA 865,1.320496678,1.903777269,0.628858542,3.027353754,0.002467051,0.008413667
LINC00877,285286,long intergenic non-protein coding RNA 877,25.09149242,-1.439178375,0.307863273,-4.674732267,2.94E-06,2.55E-05
LINC00880,339894,long intergenic non-protein coding RNA 880,1.884990815,-1.748509135,0.50949672,-3.431835903,0.00059951,0.002538751
LINC00882,100302640,long intergenic non-protein coding RNA 882,2.100417366,1.684145782,0.51949675,3.241879345,0.001187443,0.004539749
LINC00894,100272228,long intergenic non-protein coding RNA 894,5.199479764,1.034884429,0.348536747,2.969226163,0.002985508,0.009917383
LINC00905,148231,long intergenic non-protein coding RNA 905,0.600862,1.987600082,0.701654121,2.832734851,0.004615165,0.014411091
LINC00910,100130581,long intergenic non-protein coding RNA 910,23.72520042,1.754149093,0.494087173,3.550282603,0.000384818,0.00173738
LINC00920,100505865,long intergenic non-protein coding RNA 920,5.027216262,2.988028194,0.591274951,5.053534214,4.34E-07,4.78E-06
LINC00937,389634,long intergenic non-protein coding RNA 937,7.128259739,-1.031288014,0.323850225,-3.184459777,0.001450245,0.00537611
LINC00954,400946,long intergenic non-protein coding RNA 954,4.967272267,-1.607205983,0.460682149,-3.488752465,0.00048528,0.002124066
LINC00958,100506305,long intergenic non-protein coding RNA 958,2.762968666,2.441501933,0.959259746,2.545193774,0.010921711,0.029685248
LINC00960,401074,long intergenic non-protein coding RNA 960,1.646843569,2.941233127,1.081174626,2.720405249,0.006520195,0.019210951
LINC00992,728342,long intergenic non-protein coding RNA 992,2.180035549,3.388850442,0.564686113,6.001299414,1.96E-09,3.89E-08
LINC01004,100216546,long intergenic non-protein coding RNA 1004,8.061472848,1.366188848,0.32211739,4.241276289,2.22E-05,0.000150293
LINC01023,100652853,long intergenic non-protein coding RNA 1023,56.56000774,2.309678034,0.223258531,10.34530694,4.40E-25,2.32E-22
LINC01031,101929184,long intergenic non-protein coding RNA 1031,2.188513147,3.887674733,0.715346599,5.434672843,5.49E-08,7.63E-07
LINC01037,106144535,long intergenic non-protein coding RNA 1037,0.939113284,2.718116749,1.095795024,2.480497438,0.013119921,0.034536534
LINC01048,103695431,long intergenic non-protein coding RNA 1048,1.106554263,-2.904320214,0.846322067,-3.431696191,0.000599819,0.002539615
LINC01058,103724387,long intergenic non-protein coding RNA 1058,0.775569844,-3.301038176,0.721094907,-4.577813746,4.70E-06,3.85E-05
LINC01060,401164,long intergenic non-protein coding RNA 1060,1.781199036,2.421930104,0.608285811,3.981566004,6.85E-05,0.000394793
LINC01088,100505875,long intergenic non-protein coding RNA 1088,2.868399451,3.958520859,0.738757118,5.358352244,8.40E-08,1.11E-06
LIPA,3988,"lipase A, lysosomal acid type",16.91319335,-1.079483115,0.289761862,-3.725414744,0.000194994,0.000970516
LIPE-AS1,100996307,LIPE antisense RNA 1,51.25432919,1.696308585,0.269490052,6.294512822,3.08E-10,7.46E-09
LIPG,9388,"lipase G, endothelial type",1.644888278,1.768486368,0.648528312,2.726922379,0.006392808,0.018884071
LIX1L,128077,limb and CNS expressed 1 like,27.73738185,-1.178796375,0.239785355,-4.916048249,8.83E-07,8.81E-06
LMAN1,3998,"lectin, mannose binding 1",390.263571,-1.522510867,0.173130162,-8.794024362,1.44E-18,1.95E-16
LMCD1,29995,LIM and cysteine rich domains 1,3.854299908,-3.542595202,0.540074026,-6.559462281,5.40E-11,1.53E-09
LMNA,4000,lamin A/C,1438.552431,1.177823679,0.378928962,3.108296802,0.00188169,0.00669927
LMO2,4005,LIM domain only 2,15.17713339,-1.663539923,0.488635684,-3.404458531,0.000662954,0.002774444
LMO7,4008,LIM domain 7,9.656993085,-1.275403777,0.374460054,-3.405980859,0.000659268,0.002760927
LONRF3,79836,LON peptidase N-terminal domain and ring finger 3,3.752103072,2.439415485,0.669331303,3.644556104,0.000267854,0.001273369
LOXL2,4017,lysyl oxidase like 2,14.3926961,-1.294967929,0.32771744,-3.951477009,7.77E-05,0.000441377
LOXL3,84695,lysyl oxidase like 3,1.004241322,-1.573179372,0.673698021,-2.335140261,0.019536095,0.047995449
LPAR5,57121,lysophosphatidic acid receptor 5,5.947294538,-6.018101923,0.652998363,-9.216105683,3.08E-20,5.92E-18
LPAR6,10161,lysophosphatidic acid receptor 6,3.38092443,-1.875799181,0.698944191,-2.683761029,0.007279912,0.021118107
LPCAT2BP,100128094,"lysophosphatidylcholine acyltransferase 2b, pseudogene",0.950708469,3.056635891,0.743764597,4.109681883,3.96E-05,0.000247753
LPGAT1,9926,lysophosphatidylglycerol acyltransferase 1,5.703363894,-1.39376572,0.430713056,-3.235949548,0.001212388,0.004615456
LPIN1,23175,lipin 1,356.2270866,1.266303068,0.237662021,5.328167556,9.92E-08,1.29E-06
LPXN,9404,leupaxin,71.91026523,-1.343337776,0.229301412,-5.858392953,4.67E-09,8.41E-08
LRIG1,26018,leucine rich repeats and immunoglobulin like domains 1,15.17241823,-3.314394321,0.466579267,-7.103603937,1.22E-12,5.22E-11
LRIG3,121227,leucine rich repeats and immunoglobulin like domains 3,6.236017443,2.911032045,0.597054002,4.875659545,1.08E-06,1.05E-05
LRP2BP,55805,LRP2 binding protein,37.96270431,1.435888297,0.260841216,5.504836702,3.70E-08,5.39E-07
LRP8,7804,LDL receptor related protein 8,6.670038138,-1.027792136,0.321926224,-3.192632532,0.001409822,0.0052435
LRRC17,10234,leucine rich repeat containing 17,1.184742841,-1.643174975,0.683630953,-2.403599438,0.016234551,0.041165698
LRRC2,79442,leucine rich repeat containing 2,7.915852091,-1.398247581,0.428334501,-3.264382343,0.00109703,0.004249063
LRRC37A11P,342666,"leucine rich repeat containing 37 member A11, pseudogene",0.86136632,2.918442157,0.784194665,3.721578694,0.000197981,0.000982445
LRRC37A7P,100421589,"leucine rich repeat containing 37 member A7, pseudogene",0.898439982,1.883795393,0.705927274,2.66854032,0.007618163,0.021936508
LRRC3C,100505591,leucine rich repeat containing 3C,0.470419377,2.144226717,0.866138879,2.475615366,0.013300678,0.034928876
LRRC46,90506,leucine rich repeat containing 46,2.149878954,-1.334800366,0.541197362,-2.466383728,0.013648503,0.035656807
LRRC57,255252,leucine rich repeat containing 57,33.20781406,1.233352096,0.173319806,7.116048222,1.11E-12,4.84E-11
LRRC61,65999,leucine rich repeat containing 61,11.40599715,-1.265326257,0.30029714,-4.213580773,2.51E-05,0.000167002
LRRC73,221424,leucine rich repeat containing 73,3.361595874,1.751375659,0.400187643,4.376386147,1.21E-05,8.80E-05
LRRC8E,80131,leucine rich repeat containing 8 VRAC subunit E,1.173047701,-2.042170708,0.720441454,-2.834610218,0.004588163,0.014348512
LRRN2,10446,leucine rich repeat neuronal 2,13.52048499,2.437881416,0.360351817,6.765281312,1.33E-11,4.40E-10
LSAMP,4045,limbic system associated membrane protein,28.5079415,3.584401665,0.451140418,7.945201808,1.94E-15,1.47E-13
LSM12P1,653122,LSM12 pseudogene 1,1.063490592,-1.403301278,0.499334199,-2.810344815,0.004948845,0.015233163
LSM3P2,100303745,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2",0.776586849,2.652209419,0.910368882,2.913334882,0.003575909,0.011568471
LSM5,23658,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated",29.18642474,1.00161225,0.202879697,4.936976267,7.93E-07,8.04E-06
LSM6P2,100462857,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated pseudogene 2",1.92592995,2.638825854,0.652450217,4.044486129,5.24E-05,0.000313502
LSMEM1,286006,leucine rich single-pass membrane protein 1,4.292988685,1.504131292,0.385275114,3.904044768,9.46E-05,0.000524413
LSMEM2,132228,leucine rich single-pass membrane protein 2,2.017726747,2.507392178,0.53531675,4.683941197,2.81E-06,2.45E-05
LSP1,4046,lymphocyte specific protein 1,561.4350077,-2.252620288,0.323199576,-6.969750139,3.18E-12,1.24E-10
LSR,51599,lipolysis stimulated lipoprotein receptor,234.9379888,1.032246162,0.21197088,4.869754575,1.12E-06,1.08E-05
LST1,7940,leukocyte specific transcript 1,62.24602897,-1.42953932,0.505053041,-2.830473641,0.004647914,0.014492807
LTA,4049,lymphotoxin alpha,15.40566349,1.835527525,0.391663482,4.686491366,2.78E-06,2.42E-05
LTB,4050,lymphotoxin beta,165.8244956,-1.659875498,0.516792384,-3.211880727,0.001318691,0.004950915
LTBP2,4053,latent transforming growth factor beta binding protein 2,3.614387683,-2.815383932,0.917049754,-3.070044914,0.002140266,0.007475967
LTF,4057,lactotransferrin,95.96101926,1.545899458,0.588848734,2.6252913,0.008657486,0.024412842
LTN1,26046,listerin E3 ubiquitin protein ligase 1,17.49525217,-1.147134918,0.292931845,-3.916047158,9.00E-05,0.000501517
LURAP1L,286343,leucine rich adaptor protein 1 like,9.562728937,5.520785812,0.72902257,7.572859931,3.65E-14,2.16E-12
LY6G5B,58496,lymphocyte antigen 6 family member G5B,2.342082331,2.209752174,0.414878727,5.326260496,1.00E-07,1.30E-06
LY6G6C,80740,lymphocyte antigen 6 family member G6C,1.576458419,2.46107334,0.707501969,3.478539211,0.000504155,0.002195574
LY86,9450,lymphocyte antigen 86,43.11401049,1.226894213,0.352525939,3.480294853,0.000500862,0.00218359
LY86-AS1,285780,LY86 antisense RNA 1,2.972927614,1.217757869,0.47514961,2.562893546,0.010380387,0.028490724
LY96,23643,lymphocyte antigen 96,35.16451267,-1.49772955,0.308148598,-4.860413317,1.17E-06,1.12E-05
LYAR,55646,Ly1 antibody reactive,42.87178526,-1.200280041,0.236075391,-5.084308168,3.69E-07,4.14E-06
LYG2,254773,lysozyme g2,1.220951615,2.058468152,0.792504966,2.597419878,0.009392703,0.026175341
